guid/image/axis,value
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0028/z,18.448524
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0029/x,-17.86282
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0029/y,-0.3846522
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0029/z,18.448523
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0030/x,-17.86282
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0030/y,-0.38465023
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0030/z,18.448523
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0031/x,-17.86282
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0031/y,-0.3846503
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0031/z,18.448523
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0032/x,-17.86282
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0032/y,-0.3846557
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0032/z,18.448523
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0033/x,-17.86282
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0033/y,-0.3846522
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0033/z,18.448523
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0034/x,-17.86282
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0034/y,-0.3846522
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0034/z,18.448523
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0035/x,-17.86282
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0035/y,-0.3846522
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0035/z,18.448523
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0036/x,-17.86282
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0036/y,-0.3846522
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0036/z,18.448523
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0037/x,-17.86282
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0037/y,-0.3846522
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0037/z,18.448523
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0038/x,-17.862795
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0038/y,-0.3846542
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0038/z,18.448542
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0039/x,-17.862795
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0039/y,-0.3846542
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0039/z,18.448542
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0040/x,-17.862795
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0040/y,-0.3846542
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0040/z,18.448542
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0041/x,-17.862795
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0041/y,-0.3846542
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0041/z,18.448542
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0042/x,-17.862795
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0042/y,-0.3846542
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0042/z,18.448542
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0043/x,-17.86282
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0043/y,-0.3846522
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0043/z,18.448523
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0044/x,-17.86282
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0044/y,-0.3846522
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0044/z,18.448523
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0045/x,-17.862783
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0045/y,-0.38465828
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0045/z,18.448523
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0046/x,-17.862783
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0046/y,-0.38465828
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0046/z,18.448523
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0047/x,-17.862661
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0047/y,-0.38462293
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0047/z,18.448584
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0048/x,-17.862665
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0048/y,-0.38446867
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0048/z,18.448555
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0049/x,30.584288
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0049/y,-4.3564587
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0049/z,34.971783
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0050/x,25.454788
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0050/y,-4.048761
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0050/z,34.35707
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0051/x,20.231653
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0051/y,-3.7225535
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0051/z,33.709515
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0052/x,14.96537
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0052/y,-3.4439485
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0052/z,33.743084
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0053/x,9.840404
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0053/y,-3.1801736
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0053/z,34.159187
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0054/x,4.609397
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0054/y,-2.9161422
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0054/z,34.37457
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0055/x,-0.6464412
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0055/y,-2.6581252
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0055/z,34.434105
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0056/x,-5.780135
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0056/y,-2.404958
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0056/z,34.46836
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0057/x,-10.924594
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0057/y,-2.1460571
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0057/z,34.4938
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0058/x,-16.159208
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0058/y,-1.8942455
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0058/z,34.524994
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0059/x,-21.376253
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0059/y,-1.6398981
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0059/z,34.5596
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0060/x,-26.509119
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0060/y,-1.387354
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0060/z,34.598595
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0061/x,-31.783236
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0061/y,-1.1250815
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0061/z,34.667477
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0062/x,-7.207358
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0062/y,-1.9946544
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0062/z,23.442678
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0063/x,-4.1328607
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0063/y,-1.3827065
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0063/z,25.08581
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0064/x,-2.303126
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0064/y,-2.288428
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0064/z,25.989803
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0065/x,-1.4066627
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0065/y,-1.690445
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0065/z,26.841732
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0066/x,9.934734
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0066/y,-2.3991215
eb46684b-f8c9-455e-80ff-1e168d7d2f7c/0066/z,29.845335
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0000/x,7.5099535
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0000/y,-1.1899679
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0000/z,25.282026
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0001/x,0.060912844
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0001/y,-2.2071912
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0001/z,15.017544
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0002/x,-0.07807225
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0002/y,-1.5940443
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0002/z,9.306269
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0003/x,-0.11393273
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0003/y,-1.6798145
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0003/z,9.567712
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0004/x,-0.003283258
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0004/y,-1.6692561
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0004/z,9.78789
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0005/x,-0.116574325
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0005/y,-1.6197939
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0005/z,9.912513
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0006/x,-0.023088153
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0006/y,-1.6578629
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0006/z,9.668186
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0007/x,-0.112589024
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0007/y,-1.6970428
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0007/z,9.729173
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0008/x,-0.1738665
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0008/y,-1.6638699
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0008/z,8.972694
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0009/x,-0.15885592
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0009/y,-1.7083706
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0009/z,10.310686
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0010/x,-0.19479474
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0010/y,-1.6450009
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0010/z,9.368312
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0011/x,-0.1954521
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0011/y,-1.6750917
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0011/z,9.769229
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0012/x,-0.24136497
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0012/y,-1.7144222
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0012/z,10.097778
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0013/x,-0.33594257
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0013/y,-1.6733625
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0013/z,9.9729185
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0014/x,-0.48908052
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0014/y,-1.666883
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0014/z,9.902744
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0015/x,-0.3678314
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0015/y,-1.6899054
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0015/z,9.661162
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0016/x,-0.3806605
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0016/y,-1.7024808
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0016/z,9.978149
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0017/x,-0.25495154
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0017/y,-1.6815408
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0017/z,10.166111
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0018/x,-0.27220857
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0018/y,-1.6949283
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0018/z,9.96053
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0019/x,-0.32875523
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0019/y,-1.6967065
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0019/z,9.894841
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0020/x,-0.22256993
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0020/y,-1.6784804
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0020/z,9.997338
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0021/x,-0.295145
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0021/y,-1.6871057
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0021/z,9.985051
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0022/x,-0.12097474
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0022/y,-1.6873918
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0022/z,9.894012
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0023/x,-0.220713
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0023/y,-1.6524544
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0023/z,9.791794
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0024/x,-0.15984307
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0024/y,-1.6620778
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0024/z,9.744483
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0025/x,-0.23746674
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0025/y,-1.725011
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0025/z,10.2375345
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0026/x,-0.32395485
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0026/y,-1.7028244
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0026/z,10.199099
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0027/x,-0.24398783
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0027/y,-1.7352223
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0027/z,10.268389
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0028/x,-0.3130692
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0028/y,-1.7377731
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0028/z,10.53989
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0029/x,-0.15461415
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0029/y,-1.7563837
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0029/z,10.630924
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0030/x,-0.23820442
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0030/y,-1.7397281
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0030/z,10.679304
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0031/x,-0.25856677
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0031/y,-1.7516391
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0031/z,10.702531
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0032/x,-0.14620379
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0032/y,-1.743207
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0032/z,10.682002
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0033/x,-0.32568857
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0033/y,-1.7546545
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0033/z,10.670497
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0034/x,-0.29020742
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0034/y,-1.7355531
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0034/z,10.695275
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0035/x,-0.19680473
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0035/y,-1.727214
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0035/z,10.703154
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0036/x,-0.22956009
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0036/y,-1.7385339
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0036/z,10.682506
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0037/x,-0.23589191
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0037/y,-1.7167906
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0037/z,10.602879
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0038/x,-0.25693637
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0038/y,-1.8406447
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0038/z,10.224002
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0039/x,-0.087592535
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0039/y,-1.7051047
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0039/z,10.385128
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0040/x,-0.4604798
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0040/y,-1.7033297
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0040/z,10.348028
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0041/x,-0.19250484
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0041/y,-1.6548258
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0041/z,9.999956
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0042/x,0.056990504
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0042/y,-1.770826
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0042/z,9.816034
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0043/x,-0.12166757
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0043/y,-1.7400777
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0043/z,10.287753
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0044/x,-0.019440474
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0044/y,-1.7615482
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0044/z,10.855737
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0045/x,-0.028901627
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0045/y,-1.7738271
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0045/z,10.912664
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0046/x,0.09067023
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0046/y,-1.7893223
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0046/z,10.985756
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0047/x,0.044864956
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0047/y,-1.7649987
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0047/z,10.293417
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0048/x,0.23138373
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0048/y,-1.688617
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0048/z,9.995505
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0049/x,0.12796184
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0049/y,-1.6837707
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0049/z,11.081763
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0050/x,0.23328286
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0050/y,-1.7181219
ee2d1ee9-dd1d-4e63-9881-19205c5dae27/0050/z,10.212741
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0000/x,-2.838389
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0000/y,-3.6818423
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0000/z,57.27082
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0001/x,-8.519291
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0001/y,-0.8598379
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0001/z,17.53989
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0002/x,-6.8465447
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0002/y,-0.58568126
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0002/z,11.20097
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0003/x,37.654285
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0003/y,-4.36933
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0003/z,49.730896
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0004/x,37.796806
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0004/y,-4.2978444
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0004/z,47.773823
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0005/x,38.456894
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0005/y,-3.939445
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0005/z,45.546566
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0006/x,-8.937248
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0006/y,-1.2718183
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0006/z,19.053299
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0007/x,-6.4062533
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0007/y,-0.9605705
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0007/z,16.866755
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0008/x,-4.4646606
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0008/y,-0.6641106
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0008/z,12.83109
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0009/x,-12.7486515
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0009/y,-4.596667
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0009/z,56.970825
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0010/x,-9.938004
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0010/y,-5.8926992
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0010/z,53.42892
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0011/x,-9.088172
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0011/y,-3.8389475
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0011/z,50.135715
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0012/x,-11.249531
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0012/y,-3.8603988
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0012/z,45.785774
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0013/x,-12.982646
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0013/y,-3.2695005
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0013/z,41.33584
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0014/x,-13.796434
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0014/y,-3.058442
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0014/z,36.909096
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0015/x,-14.038061
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0015/y,-2.7903268
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0015/z,33.212223
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0016/x,-14.111728
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0016/y,-2.184106
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0016/z,28.940563
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0017/x,-13.66337
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0017/y,-1.691295
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0017/z,24.931192
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0018/x,-13.093112
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0018/y,-1.2973322
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0018/z,20.840057
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0019/x,-12.738895
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0019/y,-0.9094071
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0019/z,16.73967
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0020/x,-12.207886
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0020/y,-0.7283033
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0020/z,13.479565
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0021/x,22.722
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0021/y,-5.5293813
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0021/z,65.06545
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0022/x,19.62899
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0022/y,-5.017785
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0022/z,59.4386
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0023/x,17.17792
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0023/y,-4.538753
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0023/z,53.4907
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0024/x,15.058312
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0024/y,-4.0249753
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0024/z,47.20815
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0025/x,12.525118
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0025/y,-3.4862714
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0025/z,42.020744
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0026/x,7.751969
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0026/y,-2.5824978
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0026/z,35.95056
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0027/x,4.625981
f075920b-5e7a-4c75-8ce8-3368d5f4254b/0027/y,-2.0244389
